,user,uservec,itemid,itemvec,userid
17,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109515.0,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],0
18,0.90.30.10.10.30.0,[0.9 0.3 0.1 0.1 0.3 0. ],109492.0,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],180
19,0.90.40.20.00.30.0,[0.9 0.4 0.2 0.  0.3 0. ],109501.0,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],116
20,0.80.00.00.50.20.0,[0.8 0.  0.  0.5 0.2 0. ],109509.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],109
21,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109513.0,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],0
22,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],109494.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],1
23,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109494.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
24,0.70.00.10.00.70.0,[0.7 0.  0.1 0.  0.7 0. ],109510.0,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],68
25,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109473.0,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],0
26,0.70.00.70.00.00.0,[0.7 0.  0.7 0.  0.  0. ],109515.0,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],5
27,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109512.0,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],0
28,0.80.40.10.00.30.0,[0.8 0.4 0.1 0.  0.3 0. ],109513.0,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],29
29,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109506.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],0
30,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109511.0,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],0
31,0.80.00.40.00.40.0,[0.8 0.  0.4 0.  0.4 0. ],109508.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],55
32,0.80.50.10.00.30.0,[0.8 0.5 0.1 0.  0.3 0. ],109505.0,[1.00000e+00 3.75829e-01 2.50000e-05 3.30410e-02 3.49637e-01 2.41468e-01],32
33,0.80.10.00.60.10.0,[0.8 0.1 0.  0.6 0.1 0. ],109501.0,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],8
34,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109510.0,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],0
35,0.80.00.00.10.10.6,[0.8 0.  0.  0.1 0.1 0.6],109495.0,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],182
37,0.80.10.10.00.60.0,[0.8 0.1 0.1 0.  0.6 0. ],109495.0,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],15
38,0.70.00.00.00.70.0,[0.7 0.  0.  0.  0.7 0. ],109501.0,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],3
39,0.80.00.00.60.10.0,[0.8 0.  0.  0.6 0.1 0. ],109473.0,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],11
40,0.90.50.00.10.20.0,[0.9 0.5 0.  0.1 0.2 0. ],109513.0,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],297
41,0.80.20.00.60.10.0,[0.8 0.2 0.  0.6 0.1 0. ],109492.0,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],87
42,0.80.50.10.10.20.0,[0.8 0.5 0.1 0.1 0.2 0. ],109514.0,[1.00000e+00 2.97750e-01 1.30000e-05 1.16030e-02 5.12182e-01 1.78452e-01],70
43,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],109498.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],1
44,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],109515.0,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],1
45,0.80.10.60.00.10.0,[0.8 0.1 0.6 0.  0.1 0. ],109508.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],9
46,0.80.40.00.10.40.0,[0.8 0.4 0.  0.1 0.4 0. ],109512.0,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],225
47,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109506.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],0
48,0.80.50.00.10.20.0,[0.8 0.5 0.  0.1 0.2 0. ],109513.0,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],4
49,0.80.10.60.00.10.0,[0.8 0.1 0.6 0.  0.1 0. ],109495.0,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],9
50,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109503.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
51,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],109511.0,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],1
52,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109453.0,[1.00000e+00 4.21669e-01 1.10000e-05 1.09020e-02 3.09585e-01 2.57833e-01],0
53,0.80.00.00.40.40.0,[0.8 0.  0.  0.4 0.4 0. ],109515.0,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],25
54,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109514.0,[1.00000e+00 2.97750e-01 1.30000e-05 1.16030e-02 5.12182e-01 1.78452e-01],0
55,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109501.0,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],0
57,0.80.50.10.00.20.0,[0.8 0.5 0.1 0.  0.2 0. ],109501.0,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],2
58,0.80.00.00.00.10.6,[0.8 0.  0.  0.  0.1 0.6],109511.0,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],75
59,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],109503.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],1
60,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109453.0,[1.00000e+00 4.21669e-01 1.10000e-05 1.09020e-02 3.09585e-01 2.57833e-01],0
61,0.90.40.20.10.20.0,[0.9 0.4 0.2 0.1 0.2 0. ],109505.0,[1.00000e+00 3.75829e-01 2.50000e-05 3.30410e-02 3.49637e-01 2.41468e-01],206
62,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109510.0,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],0
63,0.80.20.10.10.50.0,[0.8 0.2 0.1 0.1 0.5 0. ],109512.0,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],72
64,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109494.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
65,0.80.00.10.00.60.0,[0.8 0.  0.1 0.  0.6 0. ],109495.0,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],17
66,0.80.20.50.00.20.0,[0.8 0.2 0.5 0.  0.2 0. ],109453.0,[1.00000e+00 4.21669e-01 1.10000e-05 1.09020e-02 3.09585e-01 2.57833e-01],35
67,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109513.0,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],0
68,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109495.0,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],0
69,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109492.0,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],0
70,0.80.00.60.00.10.0,[0.8 0.  0.6 0.  0.1 0. ],109513.0,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],40
71,0.80.00.00.10.60.0,[0.8 0.  0.  0.1 0.6 0. ],109509.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],6
72,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],109506.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],1
73,0.70.00.70.00.10.0,[0.7 0.  0.7 0.  0.1 0. ],109501.0,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],86
74,0.80.10.00.00.10.6,[0.8 0.1 0.  0.  0.1 0.6],109495.0,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],112
75,0.80.10.00.60.10.0,[0.8 0.1 0.  0.6 0.1 0. ],109503.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],8
76,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109514.0,[1.00000e+00 2.97750e-01 1.30000e-05 1.16030e-02 5.12182e-01 1.78452e-01],0
77,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],109473.0,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],1
78,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109453.0,[1.00000e+00 4.21669e-01 1.10000e-05 1.09020e-02 3.09585e-01 2.57833e-01],0
79,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109498.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
80,0.80.20.00.00.10.5,[0.8 0.2 0.  0.  0.1 0.5],109495.0,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],231
81,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109453.0,[1.00000e+00 4.21669e-01 1.10000e-05 1.09020e-02 3.09585e-01 2.57833e-01],0
82,0.80.10.30.00.40.0,[0.8 0.1 0.3 0.  0.4 0. ],109514.0,[1.00000e+00 2.97750e-01 1.30000e-05 1.16030e-02 5.12182e-01 1.78452e-01],108
83,0.80.60.00.10.10.0,[0.8 0.6 0.  0.1 0.1 0. ],109514.0,[1.00000e+00 2.97750e-01 1.30000e-05 1.16030e-02 5.12182e-01 1.78452e-01],14
84,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],109501.0,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],1
85,0.80.50.00.10.20.0,[0.8 0.5 0.  0.1 0.2 0. ],109498.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],4
86,0.70.10.00.70.00.0,[0.7 0.1 0.  0.7 0.  0. ],109511.0,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],36
87,0.80.20.50.00.20.0,[0.8 0.2 0.5 0.  0.2 0. ],109506.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],35
88,0.80.00.00.00.50.3,[0.8 0.  0.  0.  0.5 0.3],109473.0,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],233
89,0.80.30.00.40.10.0,[0.8 0.3 0.  0.4 0.1 0. ],109512.0,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],41
90,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109484.0,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],0
91,0.80.10.30.00.40.0,[0.8 0.1 0.3 0.  0.4 0. ],109511.0,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],108
92,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109512.0,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],0
93,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],109498.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],1
94,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109502.0,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],0
95,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109513.0,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],0
96,0.90.20.00.30.30.0,[0.9 0.2 0.  0.3 0.3 0. ],109511.0,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],81
97,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109494.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
98,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109514.0,[1.00000e+00 2.97750e-01 1.30000e-05 1.16030e-02 5.12182e-01 1.78452e-01],0
100,0.70.00.70.00.00.0,[0.7 0.  0.7 0.  0.  0. ],109492.0,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],5
101,0.80.20.00.60.00.0,[0.8 0.2 0.  0.6 0.  0. ],109514.0,[1.00000e+00 2.97750e-01 1.30000e-05 1.16030e-02 5.12182e-01 1.78452e-01],37
102,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109473.0,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],0
103,0.80.40.30.00.10.0,[0.8 0.4 0.3 0.  0.1 0. ],109501.0,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],128
104,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109512.0,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],0
105,0.90.40.30.00.20.0,[0.9 0.4 0.3 0.  0.2 0. ],109511.0,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],124
106,0.80.30.00.50.10.0,[0.8 0.3 0.  0.5 0.1 0. ],109512.0,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],34
107,0.80.50.00.10.20.0,[0.8 0.5 0.  0.1 0.2 0. ],109494.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],4
108,0.80.00.00.20.60.0,[0.8 0.  0.  0.2 0.6 0. ],109501.0,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],18
109,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109503.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
110,0.80.50.10.00.20.0,[0.8 0.5 0.1 0.  0.2 0. ],109511.0,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],2
111,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109492.0,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],0
112,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109505.0,[1.00000e+00 3.75829e-01 2.50000e-05 3.30410e-02 3.49637e-01 2.41468e-01],0
113,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109473.0,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],0
114,0.80.50.00.10.20.0,[0.8 0.5 0.  0.1 0.2 0. ],109506.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],4
115,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109492.0,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],0
116,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109503.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
117,0.70.10.00.70.00.0,[0.7 0.1 0.  0.7 0.  0. ],109508.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],36
118,0.90.40.10.10.30.0,[0.9 0.4 0.1 0.1 0.3 0. ],109505.0,[1.00000e+00 3.75829e-01 2.50000e-05 3.30410e-02 3.49637e-01 2.41468e-01],12
119,0.80.20.00.50.10.0,[0.8 0.2 0.  0.5 0.1 0. ],109498.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],13
120,0.80.00.00.00.10.6,[0.8 0.  0.  0.  0.1 0.6],109512.0,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],75
121,0.80.10.50.00.10.0,[0.8 0.1 0.5 0.  0.1 0. ],109510.0,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],205
122,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109511.0,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],0
123,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109492.0,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],0
124,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109505.0,[1.00000e+00 3.75829e-01 2.50000e-05 3.30410e-02 3.49637e-01 2.41468e-01],0
125,0.80.00.00.00.10.6,[0.8 0.  0.  0.  0.1 0.6],109509.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],75
126,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109473.0,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],0
127,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109510.0,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],0
128,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109502.0,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],0
129,0.80.00.00.00.10.7,[0.8 0.  0.  0.  0.1 0.7],109453.0,[1.00000e+00 4.21669e-01 1.10000e-05 1.09020e-02 3.09585e-01 2.57833e-01],187
130,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109515.0,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],0
131,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109492.0,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],0
133,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109505.0,[1.00000e+00 3.75829e-01 2.50000e-05 3.30410e-02 3.49637e-01 2.41468e-01],0
134,0.80.50.00.30.00.0,[0.8 0.5 0.  0.3 0.  0. ],109498.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],84
135,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109512.0,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],0
136,0.80.50.00.10.20.0,[0.8 0.5 0.  0.1 0.2 0. ],109492.0,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],4
137,0.70.00.00.00.70.0,[0.7 0.  0.  0.  0.7 0. ],109508.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],3
138,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109510.0,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],0
139,0.80.10.50.00.20.0,[0.8 0.1 0.5 0.  0.2 0. ],109513.0,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],46
142,0.80.10.10.10.50.0,[0.8 0.1 0.1 0.1 0.5 0. ],109484.0,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],153
143,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],109503.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],1
145,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109505.0,[1.00000e+00 3.75829e-01 2.50000e-05 3.30410e-02 3.49637e-01 2.41468e-01],0
146,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109510.0,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],0
147,0.90.40.00.20.20.0,[0.9 0.4 0.  0.2 0.2 0. ],109495.0,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],57
148,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109498.0,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
149,0.80.40.10.00.30.0,[0.8 0.4 0.1 0.  0.3 0. ],109512.0,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],29
150,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109512.0,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],0
151,0.80.50.10.10.20.0,[0.8 0.5 0.1 0.1 0.2 0. ],109510.0,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],70
153,0.80.00.00.20.00.6,[0.8 0.  0.  0.2 0.  0.6],109473.0,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],178
154,0.80.00.60.00.00.1,[0.8 0.  0.6 0.  0.  0.1],109484.0,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],278
155,0.80.60.00.00.20.0,[0.8 0.6 0.  0.  0.2 0. ],109502.0,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],217
156,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],109506.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],0
157,0.80.20.10.00.50.0,[0.8 0.2 0.1 0.  0.5 0. ],109508.0,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],50
